Gender,Age,EmploymentStatus,NotificationType,Debt,HasPaid
0,37,2,1,912,0
0,33,0,0,300,0
0,33,0,0,300,0
0,36,2,0,792,0
0,25,0,0,600,0
0,22,2,0,800,1
0,21,2,0,419,1
0,42,0,0,456,1
0,30,2,1,421,1
0,33,2,1,440,0
0,22,2,0,960,0
0,50,0,0,473,0
0,50,0,0,600,0
0,65,0,0,300,0
0,46,0,0,188,0
0,32,0,0,867,0
0,32,0,0,867,0
0,34,0,0,240,0
1,55,0,0,648,0
0,32,0,0,1530,0
0,23,0,0,600,0
0,38,3,0,984,0
0,31,0,0,1650,0
0,27,3,0,415,0
0,60,2,1,300,0
0,30,0,0,1100,0
0,48,2,0,550,1
0,48,2,0,550,0
0,41,2,1,448,0
0,24,0,0,232,0
0,23,0,0,600,0
0,36,0,0,1025,0
0,24,2,1,300,0
0,51,2,0,440,0
0,28,0,0,467,0
0,54,2,1,550,0
0,70,0,0,260,0
0,61,0,0,175,0
0,50,0,0,600,0
0,69,0,0,390,0
0,42,2,0,512,0
0,34,0,0,419,0
0,30,2,0,756,0
1,30,2,0,600,0
0,53,0,0,794,0
0,40,2,1,779,0
0,55,2,0,1203,0
0,38,2,0,443,0
0,49,0,0,240,0
0,65,0,0,522,0
1,21,0,0,1180,0
0,47,1,0,1580,0
1,58,3,0,312,0
0,56,2,0,550,0
0,58,2,1,600,0
0,58,2,1,600,0
0,58,2,1,600,0
0,30,2,1,300,0
0,32,0,0,491,0
0,56,2,0,283,0
0,38,3,0,984,1
1,36,2,1,689,1
0,51,0,0,600,0
1,22,0,0,736,0
0,60,3,0,314,0
0,22,2,0,368,1
0,45,3,0,296,0
0,26,2,0,656,0
0,30,0,0,1100,0
0,26,0,0,600,0
0,24,0,0,778,0
0,33,2,0,378,0
0,36,2,0,512,1
0,28,0,0,600,0
0,43,2,1,300,0
0,31,0,0,300,0
0,37,0,0,352,0
0,51,2,0,341,0
0,42,0,0,830,0
0,42,2,1,300,0
0,34,2,1,900,0
0,34,2,1,900,1
0,36,0,0,914,0
0,60,2,0,894,0
1,30,0,0,400,0
0,35,2,0,954,0
0,29,2,0,120,0
0,56,2,0,1100,0
0,56,2,0,1100,0
0,56,2,0,1100,0
0,28,0,0,1464,0
1,36,0,0,537,0
0,34,2,1,420,0
0,34,2,1,420,0
1,21,0,0,300,0
0,32,2,1,391,1
0,32,0,0,600,0
0,20,3,0,120,0
0,31,0,0,866,0
0,41,2,1,692,0
0,37,2,1,300,0
0,35,0,0,1536,0
0,54,2,1,359,0
0,58,0,0,550,0
1,22,0,0,900,0
0,33,0,0,338,0
1,26,3,0,120,0
1,41,0,0,360,0
0,33,0,0,432,0
0,25,3,0,437,0
0,47,2,1,498,0
0,32,0,0,600,0
0,34,2,1,600,0
0,46,0,0,600,0
0,40,1,0,1650,0
0,43,0,0,600,0
0,29,0,0,300,1
1,38,0,0,480,0
0,32,0,0,642,0
1,34,0,0,600,0
0,62,0,0,120,0
0,43,2,0,736,0
1,33,2,1,300,1
1,33,2,1,300,1
0,45,0,0,1100,0
1,29,2,0,176,0
0,30,0,0,762,0
0,32,0,0,600,0
0,32,0,0,600,0
0,31,0,0,896,0
1,59,0,0,400,0
0,54,0,0,730,0
0,65,0,0,107,1
0,37,2,1,475,0
0,31,2,0,493,0
1,40,2,1,392,0
0,38,2,0,820,0
0,24,2,0,384,0
0,26,0,0,912,0
0,58,2,1,300,0
0,62,2,0,320,0
0,26,2,0,300,1
0,31,0,0,1200,0
0,47,0,0,672,0
0,34,0,0,415,0
0,37,0,0,1650,0
0,28,2,1,550,0
0,28,2,1,550,0
1,27,2,1,600,0
0,29,0,0,120,0
0,29,0,0,1100,0
0,22,3,0,280,1
0,41,0,0,958,0
0,33,3,0,267,0
0,32,2,0,896,0
0,50,2,0,1250,0
0,23,0,0,902,0
1,37,2,0,1200,0
0,46,0,0,768,0
0,46,0,0,768,0
0,40,0,0,550,0
0,29,0,0,300,0
0,27,0,0,902,0
0,31,2,0,300,0
0,43,0,0,1440,0
1,29,3,0,628,0
0,47,0,0,1386,0
0,58,2,1,300,0
0,58,2,1,300,0
0,36,2,1,525,0
1,26,0,0,826,0
0,40,0,0,996,0
0,35,0,0,464,0
0,44,0,0,460,0
0,57,0,0,300,0
1,41,0,0,849,0
0,21,2,1,864,0
0,23,2,1,445,0
0,42,0,0,415,1
1,36,2,1,689,0
0,29,3,0,123,0
0,27,2,1,868,1
0,50,2,0,775,0
0,23,2,0,400,0
0,22,2,0,834,0
0,33,2,1,490,1
0,49,0,0,1150,0
0,27,2,0,550,0
0,27,2,0,550,0
0,21,0,0,1362,0
0,25,3,0,240,0
0,53,2,0,176,0
0,53,2,0,176,0
0,32,2,0,410,1
0,49,2,1,550,0
0,25,2,0,608,1
0,38,0,0,314,0
1,35,3,0,203,0
0,35,0,0,415,0
1,42,3,0,300,0
0,34,2,0,240,0
0,59,2,1,600,0
0,28,0,0,800,0
0,59,0,0,1078,0
0,37,0,0,840,0
0,49,0,0,1940,0
0,30,0,0,550,1
0,27,2,0,480,0
0,33,0,0,814,0
0,46,0,0,176,0
0,44,0,0,828,0
0,58,0,0,448,0
0,34,2,1,300,0
0,31,3,0,240,0
0,27,0,0,347,0
0,41,2,1,600,0
0,23,5,0,600,0
1,37,2,1,900,0
0,33,0,0,600,0
0,31,2,0,600,0
0,25,2,0,275,1
0,43,0,0,1742,0
0,30,0,0,1570,0
0,30,0,0,1570,0
0,82,0,0,130,0
0,36,2,0,360,0
1,25,0,0,415,0
0,33,2,1,436,0
0,31,0,0,240,0
0,20,5,0,240,0
0,30,0,0,240,0
0,39,2,1,600,0
0,37,0,0,808,0
0,24,2,1,720,1
0,30,0,0,600,0
1,27,2,1,300,1
1,25,2,0,692,0
0,33,0,0,600,0
0,26,0,0,365,0
0,57,2,1,300,0
1,26,0,0,900,0
0,55,6,0,600,0
0,52,0,0,570,0
0,34,0,0,802,0
0,36,3,0,415,1
0,50,3,0,200,0
0,49,0,0,240,0
0,50,0,0,415,0
0,50,0,0,415,0
1,29,2,1,300,0
0,54,2,0,400,1
0,27,2,1,756,0
0,30,0,0,638,0
0,65,0,0,390,0
0,32,2,1,472,0
0,33,2,1,832,1
0,27,0,0,684,0
0,57,2,0,736,0
0,38,0,0,1320,0
0,27,2,0,480,0
0,33,2,1,300,0
0,28,0,0,754,0
0,29,2,0,512,0
0,55,0,0,498,0
0,54,2,1,600,0
0,43,0,0,302,0
0,43,0,0,302,0
0,64,0,0,600,0
1,42,0,0,1329,0
0,32,0,0,600,0
0,24,0,0,736,0
0,28,3,0,240,0
0,26,2,0,395,0
0,33,0,0,300,0
0,48,0,0,566,0
1,47,2,0,376,1
1,40,2,1,850,1
0,24,0,0,441,0
0,31,2,0,248,0
0,31,2,0,248,0
0,50,2,0,865,0
0,50,2,0,865,0
0,22,0,0,1080,0
0,62,2,1,593,0
0,28,2,1,364,1
0,30,0,0,198,0
0,44,2,1,480,0
0,33,2,0,408,1
0,34,2,0,467,1
0,27,0,0,240,0
0,34,2,1,300,0
0,28,2,0,464,0
0,61,0,0,415,0
0,43,0,0,900,0
0,34,2,0,407,0
0,39,7,0,960,1
1,37,2,1,900,0
0,27,2,0,600,0
0,41,3,0,120,0
0,26,0,0,782,0
1,26,0,0,300,0
0,21,3,0,240,0
0,29,0,0,740,0
0,24,5,0,120,1
0,21,0,0,300,0
1,28,2,0,600,0
0,37,0,0,300,0
1,32,2,0,467,0
0,21,0,0,377,0
1,27,2,0,407,1
0,27,3,0,154,0
0,24,0,0,832,0
1,40,0,0,519,0
1,31,2,0,405,1
0,63,2,1,600,0
0,29,0,0,300,0
0,35,0,0,830,0
0,30,2,1,668,0
0,34,2,1,900,0
0,32,0,0,982,1
0,32,0,0,982,1
0,45,3,0,214,0
0,45,3,0,214,0
1,26,2,0,758,0
0,66,0,0,875,0
0,39,0,0,600,0
0,40,3,0,480,0
0,35,3,0,367,1
0,35,0,0,918,0
0,48,3,0,598,0
0,27,2,1,300,0
0,40,0,0,677,0
0,44,2,1,300,1
0,44,2,1,300,1
0,49,0,0,1392,0
0,49,0,0,1392,1
0,56,2,1,600,1
1,21,7,0,480,0
0,26,2,0,648,0
0,49,2,0,930,0
1,46,0,0,310,0
0,31,0,0,1386,0
0,35,2,1,453,1
0,33,0,0,422,1
0,22,2,0,960,0
0,33,0,0,600,0
0,34,0,0,1003,1
0,41,2,0,360,0
0,41,2,0,360,1
0,21,0,0,600,0
0,46,2,1,300,0
0,32,0,0,1290,0
0,38,3,0,314,1
0,60,2,0,894,0
0,35,0,0,1500,0
0,49,0,0,300,0
0,33,0,0,704,0
0,48,0,0,415,0
0,22,2,0,480,1
0,36,0,0,1728,0
0,49,0,0,300,0
0,49,0,0,300,0
1,55,0,0,760,0
0,21,1,0,1100,1
0,49,2,1,550,0
0,26,2,0,314,0
0,47,2,1,600,0
0,47,2,1,600,0
0,34,0,0,432,0
0,25,2,1,398,0
0,29,0,0,976,0
0,21,2,0,307,1
1,36,2,1,525,0
0,43,0,0,458,1
0,41,2,1,600,0
0,27,2,0,300,0
0,28,0,0,550,0
0,49,0,0,874,0
0,20,2,0,300,0
0,20,2,0,300,0
0,61,2,0,263,0
1,27,2,1,600,0
0,41,0,0,600,0
0,42,6,0,1650,1
0,21,0,0,1284,0
1,57,0,0,240,0
0,32,0,0,2800,0
0,32,0,0,2800,0
0,23,2,1,415,0
1,54,0,0,390,0
1,50,2,1,350,0
0,58,0,0,512,0
0,58,0,0,512,0
0,32,3,0,300,1
0,24,1,0,550,0
0,27,2,0,298,0
0,28,0,0,600,0
0,36,2,0,528,0
0,36,2,0,528,0
0,26,0,0,1536,0
0,31,2,1,898,0
0,52,0,0,848,0
0,40,0,0,460,0
1,37,0,0,600,0
0,31,2,0,780,0
0,31,2,0,780,0
0,52,2,0,208,0
0,23,2,0,550,0
1,24,0,0,360,0
0,30,0,0,300,0
1,29,2,0,120,1
0,26,5,0,360,0
0,82,0,0,390,0
1,72,0,0,780,0
0,59,2,1,504,0
0,24,2,1,300,0
0,49,2,1,480,0
1,27,0,0,600,0
0,45,2,0,304,0
0,55,2,0,2204,0
0,47,0,0,448,0
1,29,0,0,446,1
0,55,0,0,902,0
0,31,0,0,820,0
0,24,7,0,240,1
1,41,0,0,300,0
0,33,2,0,336,0
0,37,3,0,207,0
0,35,0,0,830,0
0,35,0,0,830,0
0,28,0,0,900,0
1,31,2,1,300,1
0,22,0,0,550,0
0,26,2,1,300,0
0,26,2,1,300,0
0,29,0,0,1100,0
0,33,2,1,300,0
0,54,0,0,1137,0
0,28,0,0,454,0
0,40,0,0,768,0
0,30,3,0,628,1
0,42,2,1,900,0
1,55,2,1,300,1
0,47,0,0,459,1
1,55,0,0,380,0
0,45,2,0,414,0
0,55,2,1,240,0
0,29,0,0,300,0
0,24,2,0,285,0
