0,25,2,1,300,1
0,28,2,0,464,1
0,37,2,0,432,1
0,60,3,0,314,1
0,43,2,1,300,1
0,33,2,1,400,1
0,42,0,0,456,1
0,20,0,0,800,1
0,39,0,0,600,1
0,30,0,0,550,1
0,22,2,0,368,1
0,48,2,0,400,1
0,33,2,1,120,1
0,28,0,0,300,1
0,21,2,0,465,1
0,22,2,0,800,1
0,23,2,0,416,1
1,26,0,0,120,1
0,48,2,1,300,1
1,48,2,1,406,1
1,31,4,0,175,1
1,31,0,0,403,1
0,28,2,0,120,1
0,46,4,0,175,1
1,36,2,1,689,1
0,60,3,0,300,1
0,57,6,0,300,1
0,60,2,0,2248,1
0,34,2,1,900,1
1,27,2,1,300,1
0,36,3,0,415,1
1,26,0,0,300,1
1,27,2,1,300,1
1,21,3,0,120,1
0,20,2,0,393,1
0,27,2,1,400,1
1,42,2,0,466,1
0,36,2,0,1096,1
0,20,2,0,393,1
0,52,3,0,272,1
1,31,2,1,300,1
1,22,2,0,656,1
1,31,2,1,900,1
0,24,0,0,464,1
1,31,3,0,120,1
0,26,0,0,902,1
0,26,0,0,1100,1
0,52,2,0,550,1
0,54,2,0,415,1
0,59,2,1,120,1
0,23,2,0,240,1
1,27,2,0,407,1
0,38,3,0,711,1
0,22,0,0,364,1
1,27,2,1,600,1
0,47,0,0,459,1
0,33,2,1,832,1
0,26,2,0,342,1
0,25,2,0,608,1
0,47,2,1,300,1
0,33,2,1,490,1
0,42,2,0,416,1
0,52,5,0,1176,1
0,39,2,1,300,1
1,31,2,0,405,1
0,37,2,0,402,1
1,33,2,1,300,1
0,25,2,1,300,1
0,30,2,1,421,1
0,41,2,0,360,1
0,22,2,0,480,1
1,56,3,0,328,1
1,27,2,1,600,1
0,40,0,0,300,1
0,39,2,0,457,1
0,32,2,1,391,1
0,22,2,0,400,1
1,32,2,1,300,1
0,40,0,0,550,1
0,29,2,1,1088,1
0,42,6,0,1650,1
0,42,2,0,464,1
0,22,3,0,140,1
0,32,0,0,982,1
0,42,0,0,1344,1
0,32,3,0,300,1
0,21,0,0,479,1
0,20,0,0,662,1
0,37,2,1,300,1
0,39,2,1,406,1
1,51,2,0,934,1
1,25,3,0,422,1
0,43,2,0,550,1
0,32,2,0,300,1
0,25,0,0,752,1
1,59,0,0,345,1
0,23,2,0,479,1
0,57,6,0,300,1
0,57,2,0,464,1
0,42,2,0,960,1
0,29,3,0,402,1
0,34,2,1,416,1
1,42,2,1,300,1
0,30,0,0,400,1
0,24,0,0,900,1
0,39,7,0,960,1
0,32,2,0,650,1
0,50,2,0,446,1
0,41,0,0,895,1
0,28,0,0,692,1
0,65,0,0,107,1
1,42,3,0,550,1
0,32,3,0,346,1
0,33,2,0,448,1
1,41,2,1,300,1
0,49,0,0,1392,1
0,47,5,0,100,1
0,26,2,0,300,1
0,20,0,0,800,1
0,23,2,1,429,1
0,35,2,1,453,1
0,38,3,0,984,1
0,27,2,0,307,1
0,30,3,0,628,1
1,44,2,0,676,1
0,34,2,0,433,1
0,31,0,0,300,1
0,27,2,1,300,1
0,38,2,0,550,1
0,53,3,0,123,1
0,24,5,0,120,1
0,39,2,0,336,1
0,57,6,0,300,1
1,33,2,1,300,1
0,22,2,0,400,1
0,56,2,1,600,1
0,46,1,0,550,1
0,54,2,0,400,1
0,65,2,0,640,1
1,29,0,0,314,1
0,52,3,0,640,1
0,24,7,0,240,1
0,27,0,0,360,1
1,27,2,1,300,1
1,47,2,0,376,1
1,47,2,0,376,1
0,41,2,0,523,1
0,33,2,0,408,1
0,36,2,0,512,1
0,29,2,0,300,1
0,32,2,0,314,1
0,54,2,0,738,1
0,42,3,0,288,1
0,21,2,0,307,1
0,32,2,0,410,1
0,44,2,1,300,1
0,38,2,0,550,1
1,29,0,0,446,1
1,35,2,1,175,1
0,30,2,1,448,1
0,21,2,0,620,1
0,23,0,0,300,1
0,44,2,1,300,1
0,29,0,0,300,1
0,42,2,0,240,1
0,50,2,0,446,1
1,52,0,0,314,1
0,48,2,0,550,1
1,40,2,1,850,1
0,53,2,1,402,1
0,21,0,0,344,1
0,38,3,0,314,1
0,39,2,1,406,1
0,43,0,0,348,1
0,21,1,0,1100,1
0,26,2,0,123,1
0,46,2,0,550,1
0,23,2,1,398,1
0,24,2,1,720,1
0,19,0,0,732,1
0,26,0,0,300,1
1,23,0,0,426,1
0,42,3,0,526,1
0,25,0,0,1100,1
0,50,2,0,456,1
0,32,2,1,550,1
0,24,3,0,600,1
0,22,3,0,280,1
0,46,1,0,512,1
0,39,2,1,600,1
0,23,2,0,972,1
0,54,2,0,415,1
0,28,2,1,364,1
0,60,0,0,450,1
0,50,2,0,864,1
1,25,0,0,300,1
0,35,3,0,367,1
0,43,0,0,458,1
0,31,2,0,550,1
0,52,0,0,668,1
0,21,2,0,419,1
0,34,2,0,467,1
0,27,2,1,868,1
0,42,0,0,415,1
1,28,2,0,736,1
1,29,2,1,420,1
1,25,0,0,300,1
1,24,2,1,300,1
0,25,0,0,464,1
0,34,2,1,550,1
1,29,2,0,120,1
0,39,2,1,600,1
1,22,3,0,272,1
0,22,2,0,480,1
1,64,2,1,600,1
0,23,2,0,972,1
1,40,2,0,448,1
0,54,2,0,400,1
1,27,2,0,395,1
0,35,3,0,367,1
0,28,0,0,468,1
1,44,2,1,1100,1
0,23,0,0,805,1
0,53,3,0,123,1
0,28,2,0,520,1
0,31,2,0,405,1
0,38,0,0,440,1
0,32,0,0,982,1
0,25,2,0,275,1
0,30,2,1,300,1
0,34,0,0,1003,1
0,22,2,1,300,1
1,50,0,0,300,1
0,28,2,0,120,1
0,37,2,1,452,1
0,33,0,0,422,1
0,19,2,0,640,1
0,32,2,0,546,1
1,55,2,1,300,1
0,26,7,0,480,1
0,23,0,0,400,1
0,53,2,1,402,1
0,23,2,0,416,1
0,36,2,1,600,1
0,22,2,0,449,1
0,60,3,0,300,1
1,22,3,0,272,1
